Название;Жанр;Участники;Синглы;Альбомы;Дата основания;Описание;Координаты.x;Координаты.y;Студия.Название;Студия.Адрес;Лучший альбом.Название;Лучший альбом.Длительность
Bdxtcnzeuu X Ko;;7;9;4;2014-07-01;Brmsghwgfjnaahumsbbaumksksbmnczhegvclmppzynoryjouk;-162.936136;36;Bpxwnj  Izmp;Tznqhoxkqyapubrdzxngwqsgsmmfuy;Aplbvsnodyehevf;148
Mopgnpyzrwzhzmy;BRIT_POP;3;28;6;1976-05-07;Qibkfhohuil Audqamnmkezzfrjowgowenytgvfdzsdqlraaxu;-46.782255;-38;Eblrgqyaepel;Voyadjplwcoeeiqbfvdjwqguzpavtg;Svfrwnguvfaqtdr;95
Cexanmcitqgzeeh;BRIT_POP;2;24;4;1978-09-12;Pjprvitztlegwbuhheobpizbtihcuutbcxtpnppzpybwzgxftd;-100.445768;-48;;;Plyassrhaohpyya;133
Cmytmtexybozhol;BRIT_POP;;1;7;1993-09-08;Jqxylzcslrpbtogxhbjuuiciuixrnahfgo Qempcnh Bbbpo G;129.672299;-13;;;;
Cocdcyxdrokyhtd;POST_PUNK;3;22;14;1961-12-22;Zzsqvosjkzvnlrgdqqytomkfnepjlnvuvxlyvliwvotuxgymry;-107.712589;29;Ecshvirxusrs;Rvg  Hjjkurpviwwnevjumvxwtkkpt;Vfjgwzfuq U Zkf;91
Ttromxrpybtoedj;BRIT_POP;8;4;15;1978-05-12;Bagkzgqmrmrylelioltgklhlofsojyrifsbgibhkdvuukmrctt;6.409216;-41;Plaunnhuorhp;Hgemywdamsinkhieklrygidykywopj;;
Teplfbfyumhdcuq;PROGRESSIVE_ROCK;4;32;14;1977-08-24;Wdycyhcyocekmdpcfpzewqggujjfqwsvbxxvsusmuxhgoffidp;-20.770282;75;Obotwyafrafi;Hinkrecdqxyzquqcravwosvlciokik;Tqqlmepownfhi C;170
Xzhopuotxzrcwaa;BRIT_POP;5;47;16;1990-01-05;Wnkpbsqnaniwszhaldtkyltcqzgzhwautokfkqfprudz Khmgj;146.719850;-47;Eitynsqiwoey;Uraiwbjylzdtxiwtjgxlmvizlbukua;Qpnswgj Nxlrzrs;104
Fucxyfabpczrokg;BRIT_POP;4;21;14;2000-04-21;Pcrsmaxnygukjfyucjzixpuimgauaibvadlts Yfwpsccmoqdc;-79.204504;-7;Wrajytwljtfl;Enmdeqenaaplywdvbfcqhqetqusuxl;Obmfabmmtdsdaoa;52
Vhjcnbgckcoqgsi;PROGRESSIVE_ROCK;5;35;16;1990-01-24;Fwwakamgyyfcuquxaeqgffhcehwzbfkiwkokwvhqmmpkhefudd;130.500822;-14;Kqrmioifqyii;Uqkybvudpzyiqgatkgpqlwbjahzveo;Yqh Icxmdagjzwa;110
Bvvyhrrtidmwajv;BRIT_POP;8;43;8;1964-07-28;Ojcryszpofnymdhulzgngyktwcqyyapsunlquxybyjdcbmtyng;-90.179783;-65;;;Zknjlnwiwzmeikn;35
Xjdtqbrsvmkbmkk;;1;21;11;1988-12-11;Xmsbqppntfdomkuasyvpabngtghvelqxbliwhsxnmzlosslyhx;-103.768694;86;Pjojwmbsggma;Tiioogumhdndoglmkxraimchoy Exj;Hansbkwumlxxdon;59
Bfweksirxwheyey;PROGRESSIVE_ROCK;1;23;1;1977-11-04;Grclkoebelxpbgrruwpilzagwghoytbtdgqrufyzoeoslqqsna;-79.544458;0;Gxywqckcowxd;Uvldkacrmlztcrmlzpxevxqsotrczb;Ufuouwcvicwnrah;158
Ystwblbzf Popsy;POST_PUNK;2;32;1;2014-07-24;Dwtdebjje Vmbssfxvndycdqrfbdreyjm Wyykmjfimudnjqlz;-173.251716;6;Ztazyxudifbg;Jqvzwetnoujbhznjcahldxuwyyeamu;Xuszscqqtzpvkey;65
Eqxfhqjnvutknfh;POST_PUNK;5;28;19;2004-05-14;;120.878432;-22;Qcuobmibtqzq;Kjslpvpknkayalgzuxnjpahdzdwwaq;Xyymjeaeyouvggm;100
Ivunfixmksichoc;POST_PUNK;1;16;12;1995-06-19;Etjaowncvdmwbivldsevfseojerjthxdrkmxosmohmmekvzgzj;35.903669;-85;Sitmoqalxsbd;Mgmwdgvexzjxbefahdtwmbpskrervf;Ktybbqbeywtooch;133
Wwhiquxtpdaqwgw;POST_PUNK;5;19;7;1969-02-20;Vqtculsmydpciijwmfrndljytubviluftcwrgbujickmexbcuy;82.626033;74;Pmqaundefebc;Hlcsyrugfdmddyffjofzeqkforkhyg;Quwwqr Crnmwefc;123
Egbwdrnqimirfif;POST_PUNK;7;1;19;1991-09-23;Srucuigjjickowjqvuzjxlnatgwmqpkhanionwphpskcdoyvkf;118.841910;-9;Xdgjbjvsbgln;Mtusfdadjgsbbonspcxowesezqojkb;;
Fpvhhlgeqrcphpa;;1;25;2;1966-07-14;Ppcqt Ugwvbmsaszplekzujwwkvfpnygvrhu Erjlqgzokneof;-71.728206;-32;;;Glrrfkktkpyxedw;47
Ttadtbkqmxvjlwa;BRIT_POP;5;44;20;1966-07-25;Jcvzvqigsdgexzqcegmbowxxcvjrgpqgsjnjzgocctrhwxwgut;-65.589343;-82;Lwjqjscqjhfx;Efhohjffhimswmwujswzcwixovzzme;Qyrtvqzmwmedbcn;52
Lyfhwxwzmkjbtpy;PROGRESSIVE_ROCK;1;29;13;1991-07-06;Alattcoabybggjewsqpkzwqtrlnskuqkmle Knwnpqhqpuqvyz;82.045249;2;Bf Zavsaeovg;Svrppcixkqkjfejvastulsvpkphvis;Svnogkkkueauhbz;115
Meensvtmese Scf;PROGRESSIVE_ROCK;5;3;12;1988-05-14;Qwuwunqfxk Wsmkrqyobkgarsyfcqtnfkciymdwfpieubrahol;-97.543967;57;Ed Kysmx Tsn;Hzylrgrhxopzjerrghpjadzuwdoyyf;Ixqhjvijrlbvjgl;169
Alujanwmnqjutnj;PROGRESSIVE_ROCK;7;13;19;1963-09-18;Mzopbpkquzjjwkdqfbtsddlfbaurnevpqscvnbgsbhfifroume;60.344722;-28;Tdwhxtjnlwsr;Pzuefjcxyrbqghtzsjuukbktprvnhk;Fy Xxfpbpizebep;32
Pvkuuj Jhexxthd;BRIT_POP;5;35;20;1997-12-04;Cyykbambcaxpvlbycuxtettqcssalysc Lycaytxrvksscjuvj;-134.982444;-23;Urrxyyskncbq;Whofpuxdexbnrfrkicsautogcnendx;;
Twzrrl Oswhsffy;;4;19;20;2013-05-18;;-105.106623;36;;;Ulzcalnylxqrkju;123
Hkieputwsrlzyyu;PROGRESSIVE_ROCK;5;47;15;1997-07-19;Gahpqcahztgpufydxtcgjogogfpxshbwsoztcwnouxaictjoos;-23.806565;-7;Gendwomdzmxw; Xlnvrqldotfngzjcapmyqoa Odypn;Hnknvtspbpmmcah;72
Demkkyiateovyiz;PROGRESSIVE_ROCK;7;21;12;2008-08-02;Qlsgyvzal Wjzumoeayihhhuwkssxioubjxztwvsahjwbtofqg;144.235850;74;Yxaliujwqvrs; Wrjzucptstsxnidwnmogongpgzszh; Yrulrqsvjgxfut;138
Cczgxongokjluwp;POST_PUNK;4;35;17;2012-01-02;Rmvifsrmmnwjpftzrtrpdjxglgfvfyexwzzxjjyrprzl Qkmpu;-136.552321;8;Emngmlijftzs;Zdxyhqszbmwpxzwybkjoddixjkukzp;Qbqsl Ihpfabyyk;150
Rozhqztlgozqpmk;BRIT_POP;6;31;11;2004-12-24;Cnslpovaitodgs Ljlpvaizdtrdwaodrbyzjynuzzrgphnjeti;179.664398;90;Gdqjpaqnyikr;Hb Bluh Gnqyskmgbbjfetjmhbiipu;Azvnfqetcncbuwa;107
Jgyklzeqsffszey;POST_PUNK;2;49;6;1976-02-05;Dqpbhyekdmsbxtxymdwcmadmmcqojgaawyp Hazsgiyosjlhro;38.545588;-73;Ituwewmxawvl;Eabkknawrmojacus Wpgmhutnxgmad;;
Psayyuqkseypsnc;;4;37;5;1960-01-25;Eexqmvfujmfmlhlkpwwvvssikfoklkcxafqfodnqbshzunxnys;155.382283;83;Ptffksewnpg ;Dmqoiciyvqmtkovpzskppvyjqsepqk;Mdhcxxmnkuyaj X;161
Trjclzusqylwjei;PROGRESSIVE_ROCK;1;1;16;1989-09-27;;103.082406;-18;Iiiddnjqyadu;Oslmraewbwampdncywrjxkmofxyzgj;;
Saarwttxbpkcfkj;PROGRESSIVE_ROCK;4;20;1;1975-06-26;Ozoutbpxzqspolccrhdjqbxjuznkeogvyq Qxufztahatpgizc;-162.263867;88;Iprvqb Tlyqx;Ttbmtlvpizsjpowzgivkevfipidcsx;;
Cfbgevdzoombsil;POST_PUNK;3;27;20;1981-05-01;Qiaxsnkslneftligwwtvijoltvwtwjcxvsphcanf Sgamtahyo;-93.846714;75;Hahlwvqcuxcp;Kvpm Seqkcdwbfqoydwwguzpiribtg;Arowyreuylpqlnl;32
Ckqmmrzbslmedlj;POST_PUNK;;47;12;2009-11-08;Htgbbzrpbwjeoiqmgyowxaxrzxrljaopkauenflvxnhcmeyave;-52.382009;87;Qziibptaosul;Kqwywdyekplssdjjdalsbnwbttuiad;Vpgmqexxrdwbxxh;112
Vwvdusqcplrcc J;POST_PUNK;6;8;4;1965-03-14;;121.998899;90;Qwarpebdrsdf;Aqxfhahlgcooexvzsrsipx Drynrkx;Zfkgajfbugkuqqd;177
Pmolz Gxzeycrxx;PROGRESSIVE_ROCK;8;8;18;1962-11-26;Tfhlvgsphnayvngbgbenngdechgrdfyzqufjhwpexzippqyulw;-105.373333;-89;Qehpkiosztyq;Ugcuvlviiskyxamifzqjhmkbwpmau ;Jnwakwyzimaua X;92
Gazheyzqhndjiss;;5;35;15;2004-10-04;Ijdvqsxcycfllbhbosydxmlgxedumhiqasssjysppxserrswks;-70.548394;-88;Bgyqqygpgwyf;Uauywhidoibdfrqnkatzzswmulosbq;Kzodckuhhjxcquo;165
Goonaoyohgkchbz;PROGRESSIVE_ROCK;1;38;10;1975-07-24;Zwvdtyosjalgpoekfwaocgutrmrroejfrzugqheajmuxqceizh;-51.056493;-67;Tnlmrtltbxok;Jqhvwmftwwpqbuz Wudidxbkwyjuex;Nrgwgonubuwjutl;177
Iqlxhqgdozhklkg;BRIT_POP;1;17;3;2000-12-25;Pptifsglces Ufhchgaqqjjbqi Wekaangpsr Xmmnkjwpweea;20.633688;-29;Lmecikxsptrq;Cplkvojiupmaeyklzpjdwz Ykxtqyq;Mkiookchlkhgtcp;144
Qdgxcjzysxfjkvm;BRIT_POP;3;42;18;2008-02-02;Aqraimbxpnbxdqlegnskcesemsfaxmtjwrmbcvzavgqkgyvrie;50.862555;-19;Rxrifwzrpzgp;Urqxjwca Semhc Zxqdwlznevwvele;Zpvmfddkazoqwpn;116
Ijcohgxiayiuyhw;BRIT_POP;6;4;14;1962-07-19;Cukztjdyqthuvrprbnqjwjymixzjktrcjrinvwawtwlnrybaad;18.330336;-11;Olkzrzmmwukg;Ipuksnxwdfkphwfbrqitpxeysismqr;Gvbccwaqdlwapwx;68
Ogxgctkefdew Pm;POST_PUNK;1;19;6;1961-06-27;Zayrnvqgtgctyqupwhwdmndugqswqqhaamhqx Rfnouff Scqs;-135.607999;-20; Gbfrubigyot;Hflgnxpdkawycbqmzlkvwcqaijbchf;Poencoavccukvas;89
Wkbplinleiukckw;BRIT_POP;1;28;5;1977-05-08;Phhpycywbjuusoqtqeizhaghhpmlu Ehwpqswliujlyuyiiowx;-35.733198;15;Sypwgidfhixt;Wqcxqaqcmpktlmnyjhjlcefkuqjwwo;Anjzii Gkerrnbn;107
Kwbhdbwaokgqifd;BRIT_POP;8;36;14;1967-06-27;Fzltndqoailpyl Lrberzpgcnlslqf Kqdculrmuwjtnswjxlp;71.593581;-81;;;Iqimyo Sjevdamd;135
Chyskorpclpqrrp;;2;40;6;2007-04-18;Fbqdrtuukijelwordvuqxtyfirpvqtnxjrtlinpfxzmiiuinoq;140.980212;-40;Ivi Todxjpel;Esrcjdhlligfqssifrbkkakytqfpjn;Fnrssapaqadfeyf;131
Onssbtceylwbxwe;PROGRESSIVE_ROCK;1;14;14;1984-09-17;Dfphqgyzucujthekbhlkacugwtut  Hmyzkydycdururucduaf;-4.377111;0;Wpwfyahrcqnt;Ogvfhsfwiqiwmggjgwyjzfmupixetg;Ofehzkdpgwevddc;147
Cnn Nsmlymvfqgv;BRIT_POP;6;14;14;1990-01-17;Bvszzockljejeasoimsxpqnmazihwjnzxlfttorjfaniyfvivu;-152.963508;-60;Hnlcwrzpkhzm;Isnucanmcyukpukhwuvwjanuarxewj;;
Blkltidirt Zxzh;PROGRESSIVE_ROCK;2;38;20;1964-09-12;Pnaqdehsnrswynxnkabbjdjbzaly Unzseuzpiqrltrtlrnfim;14.476043;79;Omcgjkyyzhsd;Xomhqiqxsjccnphcclnvskrkleyfri;Mzwsnprqfdfwynb;98
Ozdnodqwktrdkmu;POST_PUNK;1;9;17;1970-05-27;Conprmrsbxonghavmlqoz Asekhsxdsmjciehhizfizmlemfmf;120.012039;76;Byxchgnpfslw;X Clqycgnhnumjtejlweqwvdlf Xby;Caqxht Oaqibtqu;102
Vyobqlpuyiyfcgf;PROGRESSIVE_ROCK;2;49;6;1999-03-26;Gmvqacrxqffugwgkstiuetqgliiqscwfrwwd Gyyqmmfwrvqzg;-160.974465;90;Irkbqlskpahq;Mlhuxqpoahhzbwxcalabtyoerjfnkq;Pmtadjngxepoupy;91
Swkyxdcbkcfcihq;BRIT_POP;6;12;2;1984-11-08;Vojwjvipz Gkgithwbhkbdrjnqqbuzdjusmsdoztvoxzqraaby;-137.487343;-41; Jqsjtfnmbhg;Wlbollzqkawrpdqvunjbfdpittqajy;Dyijlpcsxhsjngj;51
R Tuuzxqqentghi;BRIT_POP;3;18;3;1981-04-26;Sqstndsohqtysnbzswpqvwfhszufoqvxvlwmyivuiacihjsylu;121.919636;76;;;Iagonqsunujd Dx;70
Zotpjudbzb Qw C;BRIT_POP;8;41;10;1975-02-02;Fkulliyrdmhtfkpyidilqixyomkjecroingeo Afjvzhnqpmjd;48.887292;47;Ezdwfmozniis;Vdnbbpg Mthpwkbofmydrxehlfyzfc;Ijvgcztbiicuqxa;121
Hnegzyzynqmb Sw;BRIT_POP;3;26;15;2017-03-25;Mfor Dappwkfoxxgxmiwipqvswdecyrgdccplynhjetikvimmo;-137.855381;36;Hlrcnlymdrtu;Djnvguudetibyrxvaw Ovyjvhgmein;Yg Rlnoxgulntmy;40
Clmkiofauawtvoh;PROGRESSIVE_ROCK;5;40;18;1977-05-04;Osmqthocpnsjrbarkobgrwkgkddoqwygx Vfofdztdddtyomxo;92.663765;62;Evoieylszvua;Arlmuglskgfyqjs Zmxflztrkpgjyu;Bwxvehfcdouwmrn;147
Xmyrzkqtqejlrkn;PROGRESSIVE_ROCK;4;20;16;1971-04-11;Ufanxmquteuxsknnvlxjyrnvyckuqqwmoetitgqovkznex Dwr;-116.053094;31;Bjrymbzblkak;V Nldwoobocqfuqdwirblmujhpltit;Yvicwiorjnylbbb;60
Bjwcjauxcjvfxsg;PROGRESSIVE_ROCK;7;6;13;1968-06-11;Trhvtbkofzkzlolwrhopi Cldhwihavsng Awkjjrnsdwyossi;46.214843;66;Ktfyrfyjvztr;Kgpiix Lkgizzgbknfvgjpqnhwlayr;Rqrmlluilruklbr;171
Urzfcpwbqshvwsv;POST_PUNK;1;25;9;1973-05-21;Vvhrspzykvndknpuemmbtygzrxmuizeplrqimrgjfmrdujeuoj;158.413295;-63;Ceav Xetaxyk;Urcfbbhnys Xevfozukowydonfetds;Wldjakjbfsdkxdm;125
Ngtxcmczarwemrj;BRIT_POP;8;34;12;2009-07-05;Zorxjcyluktsfjbbsuaeecmcjmlrplsgmacazpcykgiaughbov;-118.856340;-55;Udhgtgdprhrt; Ruijohfhxgunmakdzcepmjbswrrgk;Hfsousruhdbovgt;158
Ohhrfhigcshibxd;POST_PUNK;1;1;9;1986-05-16;Qwsydcegmwiimyxbgtrpjotghknidmmusatjyaubhghgrzwsus;-146.105792;82;Credonvqwtfz;Gmjflelnnxiszzxowloqlnhnftarfy;Reixnfqfovpitoj;110
Glzncejidzgrlou;POST_PUNK;1;44;18;2004-05-03;;-45.807850;-84;Jnnbahclxi L;Grtkrdipcxdkhticxhborxchhchszw;Dvjhxfxikmucfib;109
Vhffhuwtuteezvk;POST_PUNK;1;49;10;2010-07-24;Mohbsnexvblhobqrlkaqxugkgrjxlzmilkldccobkarmtqmmde;-178.429172;78;Gauhs Lypfwy;Qvwzlpredhegnxafrlcfypyxdmhdph;Opwjhvmiioxqifz;124
Ktvrarkzyokcach;PROGRESSIVE_ROCK;;3;1;2022-03-21;Fqzcabxulhcotqyrwzw Wusomiptynbepviit Mzaavhhqzbue;16.058318;-13;Xscgocummcdx;Nzldyntqkcsosnbpkuzahbnoojafwt;Rjcxejnpvd Fdnd;122
Pcbrowedmqgeqhk;POST_PUNK;2;45;16;1983-06-18;Wfohoxhbnbo Oadepvkfhehofgbksbnwjcnhgtzrjkmqeltiad;15.166122;86;Jzobtftdorcj;Cpvppbazvouvojaqraoabmxbmgprmc;Ybeyylcbiiqhiah;94
Vqarcfjqlbesupp;BRIT_POP;6;36;14;1996-04-02;Btbuedvzjbwhswfoaytyzryivrimcdkwlwskabawdnwvtulclu;54.694204;-33;Jm Yz Whcdm ;Gotuxqgrhdigornhybxlngtzscegwb;Ugjtgnagzg  Exs;126
Kbdbaqgbfstddre;POST_PUNK;7;11;15;1974-01-10;Rkxkscahwrjpthfieobsmoiptegdfnzdpddorhmsugqysgjcli;53.350429;-4;Jkxt Abpyjip;Nzurlusenmtpzakqwpynbqqzehmg R;Uipbgcxmlwt Wol;173
Pgnnxbcnzlfbide;BRIT_POP;3;20;8;1992-05-02;Xm Giovlmpncgrdqwruwdgppbwbukaenfkjnq Iaocmkxuqplx;-122.713430;78;Apzlsdyvzplj;Khornxjnhomukaewgutqhyioleqrtg;Ekbhekxcdoiwbeh;155
Hzabhzdemljtguy;POST_PUNK;6;21;5;2001-01-24;Pfxtvzplogdatulpyrdl Wvlygpdunila Flgsbremaywlumkm;-50.801104;-72;Gsaebprczeof;Vzttpcdfosgsyjhrccjxxmlxnjgnud;;
Jpyjswodmgwulxu;;1;22;14;2001-04-26;Nhwiaypwlaknhpiikyddlkjcsyibz Siykqyquxzsisxddjjzs;-122.596037;81;Cjj Wwmucanp;Plartkbmbirgpqdjdkvcqlskgkraw ;Dadwwdmcqaammhr;129
Ehkuzksbicygpbr;BRIT_POP;6;20;15;1986-02-22;Shmbqcjsqvowjibp Azrfvseyvmogxspxleveqghzekcmkypkh;-131.688759;49;Hknxnlvyzrah;Jtghpvhptqpdjsmdoazmnbirnfeiuf;Bwpqdjd Wpcsvps;70
Nqimeieqaisiwdo;BRIT_POP;7;42;18;2013-10-22;Klwvfaumqtdokmloiaritkbxrzmayxjueqkppwddsdfchfjzoz;15.727501;4;Pvugezinshvj;Czpecp Sosmbenphahowarcvzfqbta;Tuyksryfpabtrkh;177
Caxzqbkmbjzxxtr;PROGRESSIVE_ROCK;1;10;9;2002-07-07;Lwithrvlhaezvnzbwbbfwqvlfcdq Sciiysepzuodialsfaenu;-18.438784;83;Pzzfiszboyrk;Xqjyzgiwlndaqeuylpoglrptfgfcmh;Ujetnsajsqiltd ;159
Biwswrwrotelsei;BRIT_POP;5;4;2;2006-01-24;Mpvodd Mgknzwvarsohreelgqqguxkjsydwyrtspcnhwzdfmcx;-155.561721;-11;Xjzfbnzrxehd;Dbcpdcyxedkkrxqljq Fzzcnqjwoll;Bqj Ntgjzuvag M;152
Yqvrbvfjsfsrwml;POST_PUNK;;29;9;2013-08-22; Nhcwoopnlpsafwrpoichvlnkyvcegxrnncharvdrut Ihgtjo;-24.525898;61;Hfowxlgyivwg;Vdsnqbpadltxcbmcsidpsjejqvpfsc;;
Cdsaltgxy Gmfxe;POST_PUNK;4;28;10;1996-01-15;Toadncuasmkn Xnrjuojpqsdwuxxwebzueayevzrsbmfsalhph;-169.299136;89;Thrrsfvibfrz;Bdsyxznqkyfullqmseskvtltuxsfku;Ulnvqwyxwrnlqaq;170
Ikyjflnaissdqxm;BRIT_POP;5;36;19;1971-06-12;Tvjfscerooyjdhqbyeepcypovxhwovghya Bivsqunxurmuqsx;-155.319841;-52;Gsikvcqtfcey;Orovocpssfblixfatafvqoflxxfogg;Wjkornkggqxfvru;109
Coeqdcwezizoutm;POST_PUNK;7;4;11;1963-06-16;Hpinrekulkxqmficztrjnnygeixolijtraloevnaglihfwwwal;13.569814;65;S Ubfxcplagd;Tpzfsuakyehypft Kbbqgqyhny Nme;Mbhbkbtkkouipfx;89
Lgwdkuyalkilgfi;;6;16;16;1973-02-10;Yzsicrdhvorkaqjsvsnjpmki Nkdeothjjcailbjztbwgdgyqu;-139.138255;-81;;;Ydcunywhzjag Se;46
Jdqbobchszuiciu;;7;17;8;2019-09-10;Qpwdqzekfxbhsylmrwtotzisestyfbuxyvpbizatsdaqwpjy C;149.732789;-67;Ssxqbakmimgs;Lirjxejpfboffyojygmwqehhujpdtg;Jdkujfcktfqjjeg;173
Ewngnsyzyvnjfek;POST_PUNK;2;18;9;1974-07-10;;81.312553;-11;Ynjgumqskemn;Xoqljfdbymtnlyfknuvcjyksvfpuxa;;
Wmprgxbzgpslyig;BRIT_POP;6;22;2;1971-11-06;Qwuphtmjq Rswwkngaznuxofmamvjxzoaytfzpewzugoyfvoet;132.991530;-4;Llulbnrwevsn;Tzfswwiljr Ybuk Lyemmckeczmxox;Fkfvtstwxoippvk;52
Xbfopkulsjmthlk;BRIT_POP;5;6;6;2011-07-12;Xgayxemhzxhewfvollmwcfzq Lctsepdtqathdfygtjtvyivsw;51.889858;60;Cfjxhi Waemf;Vfusiypehgbrv Es Snw Twbflxxel;Rqsvbntdchwsjio;156
D Jmpetoewmprbl;POST_PUNK;7;8;3;2003-01-27;Ihsfxwwwuwbnudvlwgvemfyedrsytkcweqkifzwixcjqindxkk;-88.079290;4;Ngikqjumajrx;Mtosijtyxpqckvbilspflhrmfknetr;Hxiifpmujulmrvf;167
Ksizbqzkcllzhqv;POST_PUNK;8;45;12;1987-02-19;;129.215058;-59;Iegvitzlbumd;Hiomwooskvtbfltbgtyfsgkzrgmqvi;Bzfzbvfchyqcifc;68
Ijfmsdilnqkphjs;PROGRESSIVE_ROCK;1;2;11;1989-02-08;;-79.221380;-22;Rrryogudqjhz;Ladufgqmsomdzfbjjssijhzqewoxbt;Pyqhoslozxkbecx;130
Nijdvsvvcitzdnk;POST_PUNK;1;2;6;1990-11-25;Yddwvgjaxzofnjpwzdkjkoxpcx Zfloeqbuezualjgepbokprl;82.947352;28;Glgyrnvvs Jt;Angwugdixynhwrrmgboghxbdjvmpun;Rqxcwqtckmmierz;94
Bookmwwpsibcdvp;POST_PUNK;4;6;17;1994-08-03;Qmahraaouzmaqxcozrqtycmvnqlmcxjb Pdoeckkrh Xewarkz;31.766990;46;Nchwanrrwmun;Wgmrctubwcuzfzyzcuivvistvmwecj;Qyvfdamghkqmuch;76
Nnidwrvkdgmwtgy;POST_PUNK;5;45;1;1984-07-04;Kgwupiyavypeulzvlfoekwzbvggsyrljxseqynwwhltjjihqhs;-80.116409;59;;;;
Mncgfcsqhiqjuf ;BRIT_POP;2;5;13;1986-05-03;Svadcpwmorpr Abzpshcsdklaygzgbsrgys Navqtobhrtsrfj;149.803754;-87;Iprmkwaecwco;Oowypgtvltmbgahkydghozjbitmtgk; Nkwveklmanryoh;38
Ycrrvnhkshltzbm;PROGRESSIVE_ROCK;3;22;5;1972-01-17;Lvfzijgpzsdzv Nuomisztzqyijkfrqbtlhpceqfsdkpnzggsw;-81.187438;-52;Nmqfruqcheaj; Rxjknzdsuqgennppbljemuucrajah;Hqxmyphpksffmbr;178
Sutlbihlqdkgnlz;BRIT_POP;1;8;18;1972-08-09;Bososdbugirwxcmtvzacexmlrovbrprbrlvqiadakmesmvdptd;-93.244708;-15;Fxcbzicsmnze;Pefsdotufypzxobjwf Vxdfxyqwroh;Fnwqnrroyqsksil;173
 Rxonqlpdsqojzj;BRIT_POP;2;29;12;2017-04-15;Cwucddkkpfwtmmrxzngylhecu Ylnywjjwberfam B Ryglhvr;75.931956;69;Yubjsulbnmjf;Tkiqlrypxgnrzechbmtlibxlkzsqpr;Fcbtginwgsjsjrw;75
Hkqsu Amvwuvgve;PROGRESSIVE_ROCK;;14;5;2000-06-10;Uwpiessfgve Xrvabmhfucvfqfjmmpcbxxryxbxoq Qlugmubu;145.416507;-69;Ye Ozqwblirz;Bgsifixbsafhdyczjmilommbvjealt;Mjstswlbjkx Uft;44
Mcdgtqqwbqqjruz;BRIT_POP;4;4;7;1988-09-23;Lvkyhawfbwwpsprsyenx Ketnlayfmnfyaqrrsvblxbwzktpbq;98.582187;-10;;;Jsitzchucshmgsk;100
Uxrnqtpvjlnhdb ;POST_PUNK;5;30;10;2013-12-11;Ctchlivucqxkixoigapvgnoyuoqshzvrelpbeuottlqzdrvxjv;153.226011;31;Nxrtsxbzphcj;Kxqvutwqtoocadxcobynpswxhsijuy;Opfvialymbokbkr;157
Tsfydrjjibectnv;PROGRESSIVE_ROCK;3;48;5;1992-08-16;Hhwtdveylzzhungtppnpwmzkrzgcnxutkqspbulpaddhgybuyi;-15.712586;-11;Erkyjouyxqea;Oxcblestszvblxpcqthoxwnsxzbjbd;Bzuknusjnnirzwr;151
 Hhxqcdzztxwydf;BRIT_POP;5;20;9;1995-11-16; Dlvnnxmafde Qaoihjvjkmkqdidbcfnznaakbbxoftpcnohac;90.512220;79;Tsniblaclsye;Otubfefwbnfihpluptmlgihitvmnbj;Tsdakoqcxkohyyj;141
 Pcjeefzrdhvihj;POST_PUNK;3;8;19;1988-11-03;Qzafscndawncevcwphlqndsbukiygbrumhitplyuubaqzwrvah;177.310472;-28;;; Gnpxzetanrnney;154
Wxjegsbfcpbklce;BRIT_POP;4;6;9;2017-01-12;Gca Wojxjjevurtgjaranclgahfpty Kffvmfowpklkedfpmnq;82.923556;-2;;;Maocjemaspprujj;41
Hwxjufslphvwgve;POST_PUNK;4;36;18;2018-04-25;Zpldvtmmngfzkqwbrsyamreajvnfgswxohmqe Hskwvrameuke;71.306589;-65;Ssyotfmp Hus;Whkdjjpryebmeakueejsobhanyojvr;Wazitoirvieerrq;84
Rqhzngwzznbyjnv;POST_PUNK;6;29;18;1964-09-02;Kbjhgngwkiroqicuqixrnbnmrytcoqaxgxsezoixkiatpppvkv;-26.787641;35;Rbunqgbwvehp;Gxapbbcctcftzenwrthfjtlugbhlvc;Mvgcsynfqcypsre;135
Fzqyjkokrukknlm;POST_PUNK;6;13;19;2007-04-16;Gijvdkzicrgdpcuqtuw Oeduowqnguhmyuphvjyudjrfxyvmgi;10.054726;69;Cgsyyqtwuiwx;Siiuxdamzgxtkchghnexaqcvovjzmc;Pdlprfctsgrspyv;40
Jtldchavhfhdoku;BRIT_POP;2;22;9;2009-05-08;Itgqvafndwbrlrvvtvdqnqhljsfhwxookthucupwcodxrhil R;162.671848;-35;Pmejsgtphjox;Vsrvrcaaappzqoyrqxqkzajcnfthgu;Ngrbzwiisowxssp;124
Qnwxwtjvo Xfdmt;PROGRESSIVE_ROCK;6;34;17;2018-01-15;Jumpbvlcnvcjgvdnlqsmqobiddcd Uwmkvscqsqrgklrtjsycc;-55.603484;87;Rqryxecrgcid;Ovusfvakvjanxbaborshioiaszdpwp;;
Futdgfrfcsfzr R;;1;37;6;1985-06-27;Imepochmxttmfflsrbvmiqkzzfnfmdlfhebqhmtfqvoea Blbz;-176.643174;61;Jegxuxsntdmj;Enyrwjxpzrhlvvblaohbcyzbqzseht;;
